Entry	Entry name	Protein names	Gene names	Gene names  (primary )
Q9BX84	TRPM6_HUMAN	Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6)	TRPM6 CHAK2	TRPM6
Q8WVJ9	TWST2_HUMAN	Twist-related protein 2 (Class A basic helix-loop-helix protein 39) (bHLHa39) (Dermis-expressed protein 1) (Dermo-1)	TWIST2 BHLHA39 DERMO1	TWIST2
Q9BRA2	TXD17_HUMAN	Thioredoxin domain-containing protein 17 (14 kDa thioredoxin-related protein) (TRP14) (Protein 42-9-9) (Thioredoxin-like protein 5)	TXNDC17 TXNL5	TXNDC17
Q9Y5S1	TRPV2_HUMAN	Transient receptor potential cation channel subfamily V member 2 (TrpV2) (Osm-9-like TRP channel 2) (OTRPC2) (Vanilloid receptor-like protein 1) (VRL-1)	TRPV2 VRL	TRPV2
Q9Y385	UB2J1_HUMAN	Ubiquitin-conjugating enzyme E2 J1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme J1) (Non-canonical ubiquitin-conjugating enzyme 1) (NCUBE-1) (Yeast ubiquitin-conjugating enzyme UBC6 homolog E) (HsUBC6e)	UBE2J1 NCUBE1 CGI-76 HSPC153 HSPC205	UBE2J1
Q9H832	UBE2Z_HUMAN	Ubiquitin-conjugating enzyme E2 Z (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Z) (Uba6-specific E2 conjugating enzyme 1) (Use1) (Ubiquitin carrier protein Z) (Ubiquitin-protein ligase Z)	UBE2Z HOYS7	UBE2Z
Q8IV45	UN5CL_HUMAN	UNC5C-like protein (Protein unc-5 homolog C-like) (ZU5 and death domain-containing protein)	UNC5CL ZUD	UNC5CL
Q96LJ8	UBX10_HUMAN	UBX domain-containing protein 10 (UBX domain-containing protein 3)	UBXN10 UBXD3	UBXN10
O43314	VIP2_HUMAN	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 (EC 2.7.4.21) (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 2) (Histidine acid phosphatase domain-containing protein 1) (InsP6 and PP-IP5 kinase 2) (VIP1 homolog 2) (hsVIP2)	PPIP5K2 HISPPD1 KIAA0433 VIP2	PPIP5K2
Q8N9V3	WSDU1_HUMAN	WD repeat, SAM and U-box domain-containing protein 1	WDSUB1 WDSAM1	WDSUB1
Q9NNW5	WDR6_HUMAN	WD repeat-containing protein 6	WDR6	WDR6
Q86TA4	YB049_HUMAN	Putative uncharacterized protein FLJ44553		
O95619	YETS4_HUMAN	YEATS domain-containing protein 4 (Glioma-amplified sequence 41) (Gas41) (NuMA-binding protein 1) (NuBI-1) (NuBI1)	YEATS4 GAS41	YEATS4
Q8N3Z6	ZCHC7_HUMAN	Zinc finger CCHC domain-containing protein 7 (TRAMP-like complex RNA-binding factor ZCCHC7)	ZCCHC7 HSPC086	ZCCHC7
Q9H5U6	ZCHC4_HUMAN	rRNA N6-adenosine-methyltransferase ZCCHC4 (EC 2.1.1.-) (Zinc finger CCHC domain-containing protein 4)	ZCCHC4	ZCCHC4
Q8WW36	ZCH13_HUMAN	Zinc finger CCHC domain-containing protein 13	ZCCHC13	ZCCHC13
O75132	ZBED4_HUMAN	Zinc finger BED domain-containing protein 4	ZBED4 KIAA0637	ZBED4
Q75L30	YG027_HUMAN	Putative uncharacterized protein FLJ92257		
Q6ZTC4	YT009_HUMAN	Putative uncharacterized protein FLJ44790		
Q8N966	ZDH22_HUMAN	Palmitoyltransferase ZDHHC22 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 22) (DHHC-22) (zDHHC22)	ZDHHC22 C14orf59	ZDHHC22
Q15935	ZNF77_HUMAN	Zinc finger protein 77 (ZNFpT1)	ZNF77	ZNF77
P49406	RM19_HUMAN	39S ribosomal protein L19, mitochondrial (L19mt) (MRP-L19) (39S ribosomal protein L15, mitochondrial) (L15mt) (MRP-L15) (Mitochondrial large ribosomal subunit protein bL19m)	MRPL19 KIAA0104 MRPL15	MRPL19
Q9BY07	S4A5_HUMAN	Electrogenic sodium bicarbonate cotransporter 4 (NBCe2) (Solute carrier family 4 member 5)	SLC4A5 NBC4	SLC4A5
Q9NQZ2	SAS10_HUMAN	Something about silencing protein 10 (Charged amino acid-rich leucine zipper 1) (CRL1) (Disrupter of silencing SAS10) (UTP3 homolog)	UTP3 CRLZ1 SAS10	UTP3
Q9NV23	SAST_HUMAN	S-acyl fatty acid synthase thioesterase, medium chain (EC 3.1.2.14) (Augmented in rheumatoid arthritis 1) (AURA1) (Oleoyl-ACP hydrolase) (Thioesterase 2) (TE2) (Thioesterase II) (Thioesterase domain-containing protein 1)	OLAH THEDC1	OLAH
A4IF30	S35F4_HUMAN	Solute carrier family 35 member F4	SLC35F4 C14orf36	SLC35F4
Q96KG9	SCYL1_HUMAN	N-terminal kinase-like protein (Coated vesicle-associated kinase of 90 kDa) (SCY1-like protein 1) (Telomerase regulation-associated protein) (Telomerase transcriptional element-interacting factor) (Teratoma-associated tyrosine kinase)	SCYL1 CVAK90 GKLP NTKL TAPK TEIF TRAP HT019	SCYL1
A8MV23	SERP3_HUMAN	Serpin E3	SERPINE3	SERPINE3
Q9H3T3	SEM6B_HUMAN	Semaphorin-6B (Semaphorin-Z) (Sema Z)	SEMA6B SEMAN SEMAZ UNQ1907/PRO4353	SEMA6B
Q6ICB4	SESQ2_HUMAN	Sesquipedalian-2 (Ses2) (27 kDa inositol polyphosphate phosphatase interacting protein B) (IPIP27B) (PH domain-containing endocytic trafficking adaptor 2)	PHETA2 FAM109B	PHETA2
Q8NE22	SETD9_HUMAN	SET domain-containing protein 9 (EC 2.1.1.-)	SETD9 C5orf35	SETD9
Q13796	SHRM2_HUMAN	Protein Shroom2 (Apical-like protein) (Protein APXL)	SHROOM2 APXL	SHROOM2
Q96LD1	SGCZ_HUMAN	Zeta-sarcoglycan (Zeta-SG) (ZSG1)	SGCZ	SGCZ
Q99719	SEPT5_HUMAN	Septin-5 (Cell division control-related protein 1) (CDCrel-1) (Peanut-like protein 1)	SEPTIN5 PNUTL1 SEPT5	SEPTIN5
Q92835	SHIP1_HUMAN	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1 (EC 3.1.3.86) (Inositol polyphosphate-5-phosphatase D) (EC 3.1.3.56) (Inositol polyphosphate-5-phosphatase of 145 kDa) (SIP-145) (Phosphatidylinositol 4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (SH2 domain-containing inositol 5'-phosphatase 1) (SH2 domain-containing inositol phosphatase 1) (SHIP-1) (p150Ship) (hp51CN)	INPP5D SHIP SHIP1	INPP5D
P0DP57	SLUR2_HUMAN	Secreted Ly-6/uPAR domain-containing protein 2 (Secreted LY6/PLAUR domain-containing protein 2) (Secreted Ly-6/uPAR-related protein 2) (SLURP-2)	SLURP2	SLURP2
Q99619	SPSB2_HUMAN	SPRY domain-containing SOCS box protein 2 (SSB-2) (Gene-rich cluster protein C9)	SPSB2 GRCC9 SSB2	SPSB2
Q9NX45	SOLH2_HUMAN	Spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 2	SOHLH2 TEB1	SOHLH2
Q9NWH9	SLTM_HUMAN	SAFB-like transcription modulator (Modulator of estrogen-induced transcription)	SLTM MET	SLTM
P53814	SMTN_HUMAN	Smoothelin	SMTN SMSMO	SMTN
Q9H9C1	SPE39_HUMAN	Spermatogenesis-defective protein 39 homolog (hSPE-39) (VPS33B-interacting protein in apical-basolateral polarity regulator) (VPS33B-interacting protein in polarity and apical restriction)	VIPAS39 C14orf133 SPE39 VIPAR	VIPAS39
Q8WU79	SMAP2_HUMAN	Stromal membrane-associated protein 2 (Stromal membrane-associated protein 1-like)	SMAP2 SMAP1L	SMAP2
Q9NXA8	SIR5_HUMAN	NAD-dependent protein deacylase sirtuin-5, mitochondrial (EC 2.3.1.-) (Regulatory protein SIR2 homolog 5) (SIR2-like protein 5)	SIRT5 SIR2L5	SIRT5
Q96SB8	SMC6_HUMAN	Structural maintenance of chromosomes protein 6 (SMC protein 6) (SMC-6) (hSMC6)	SMC6 SMC6L1	SMC6
Q969T3	SNX21_HUMAN	Sorting nexin-21 (Sorting nexin L) (SNX-L)	SNX21 C20orf161 SNXL	SNX21
O00338	ST1C2_HUMAN	Sulfotransferase 1C2 (ST1C2) (EC 2.8.2.-) (Sulfotransferase 1C1) (SULT1C#1) (humSULTC2)	SULT1C2 SULT1C1	SULT1C2
Q07889	SOS1_HUMAN	Son of sevenless homolog 1 (SOS-1)	SOS1	SOS1
Q6IMI4	ST6B1_HUMAN	Sulfotransferase 6B1 (ST6B1) (Thyroxine sulfotransferase) (EC 2.8.2.n2)	SULT6B1	SULT6B1
P30874	SSR2_HUMAN	Somatostatin receptor type 2 (SS-2-R) (SS2-R) (SS2R) (SRIF-1)	SSTR2	SSTR2
Q01130	SRSF2_HUMAN	Serine/arginine-rich splicing factor 2 (Protein PR264) (Splicing component, 35 kDa) (Splicing factor SC35) (SC-35) (Splicing factor, arginine/serine-rich 2)	SRSF2 SFRS2	SRSF2
P11831	SRF_HUMAN	Serum response factor (SRF)	SRF	SRF
Q16623	STX1A_HUMAN	Syntaxin-1A (Neuron-specific antigen HPC-1)	STX1A STX1	STX1A
Q969E4	TCAL3_HUMAN	Transcription elongation factor A protein-like 3 (TCEA-like protein 3) (Transcription elongation factor S-II protein-like 3)	TCEAL3 MSTP072	TCEAL3
Q5VWG9	TAF3_HUMAN	Transcription initiation factor TFIID subunit 3 (140 kDa TATA box-binding protein-associated factor) (TBP-associated factor 3) (Transcription initiation factor TFIID 140 kDa subunit) (TAF(II)140) (TAF140) (TAFII-140) (TAFII140)	TAF3	TAF3
Q9Y228	T3JAM_HUMAN	TRAF3-interacting JNK-activating modulator (TRAF3-interacting protein 3)	TRAF3IP3 T3JAM	TRAF3IP3
P62380	TBPL1_HUMAN	TATA box-binding protein-like 1 (TBP-like 1) (21 kDa TBP-like protein) (Second TBP of unique DNA protein) (STUD) (TATA box-binding protein-related factor 2) (TBP-related factor 2) (TBP-like factor) (TBP-related protein)	TBPL1 TLF TLP TLP21 TRF2 TRP	TBPL1
Q86TI0	TBCD1_HUMAN	TBC1 domain family member 1	TBC1D1 KIAA1108	TBC1D1
Q9NRH3	TBG2_HUMAN	Tubulin gamma-2 chain (Gamma-2-tubulin)	TUBG2	TUBG2
Q96HP8	T176A_HUMAN	Transmembrane protein 176A (Hepatocellular carcinoma-associated antigen 112)	TMEM176A HCA112	TMEM176A
Q6ZMB5	T184A_HUMAN	Transmembrane protein 184A	TMEM184A	TMEM184A
Q5ST30	SYVM_HUMAN	Valine--tRNA ligase, mitochondrial (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS) (Valyl-tRNA synthetase-like)	VARS2 KIAA1885 VARS2L VARSL	VARS2
A0A1B0GUA7	TEX51_HUMAN	Testis-expressed protein 51	TEX51	TEX51
Q9BSA9	TM175_HUMAN	Endosomal/lysosomal potassium channel TMEM175 (Transmembrane protein 175) (hTMEM175)	TMEM175	TMEM175
Q8N8B7	TEANC_HUMAN	Transcription elongation factor A N-terminal and central domain-containing protein (TFIIS central domain-containing protein 1)	TCEANC	TCEANC
Q8NA31	TERB1_HUMAN	Telomere repeats-binding bouquet formation protein 1 (Coiled-coil domain-containing protein 79)	TERB1 CCDC79	TERB1
A6NLX4	TM210_HUMAN	Transmembrane protein 210	TMEM210	TMEM210
Q8WUH6	TM263_HUMAN	Transmembrane protein 263	TMEM263 C12orf23	TMEM263
Q6UW68	TM205_HUMAN	Transmembrane protein 205	TMEM205 UNQ501/PRO1018	TMEM205
Q8N1Q8	THEM5_HUMAN	Acyl-coenzyme A thioesterase THEM5 (Acyl-CoA thioesterase THEM5) (EC 3.1.2.2) (Acyl-coenzyme A thioesterase 15) (Thioesterase superfamily member 5)	THEM5 ACOT15	THEM5
Q96K49	TM87B_HUMAN	Transmembrane protein 87B	TMEM87B	TMEM87B
Q9BVV7	TIM21_HUMAN	Mitochondrial import inner membrane translocase subunit Tim21 (TIM21-like protein, mitochondrial)	TIMM21 C18orf55 TIM21 HSPC154	TIMM21
Q7Z5S9	TM144_HUMAN	Transmembrane protein 144	TMEM144	TMEM144
P43489	TNR4_HUMAN	Tumor necrosis factor receptor superfamily member 4 (ACT35 antigen) (OX40L receptor) (TAX transcriptionally-activated glycoprotein 1 receptor) (CD antigen CD134)	TNFRSF4 TXGP1L	TNFRSF4
Q68CL5	TPGS2_HUMAN	Tubulin polyglutamylase complex subunit 2 (PGs2)	TPGS2 C18orf10 HMFN0601 L17	TPGS2
Q13049	TRI32_HUMAN	E3 ubiquitin-protein ligase TRIM32 (EC 2.3.2.27) (72 kDa Tat-interacting protein) (RING-type E3 ubiquitin transferase TRIM32) (Tripartite motif-containing protein 32) (Zinc finger protein HT2A)	TRIM32 HT2A	TRIM32
Q15654	TRIP6_HUMAN	Thyroid receptor-interacting protein 6 (TR-interacting protein 6) (TRIP-6) (Opa-interacting protein 1) (OIP-1) (Zyxin-related protein 1) (ZRP-1)	TRIP6 OIP1	TRIP6
Q9Y2L5	TPPC8_HUMAN	Trafficking protein particle complex subunit 8 (Protein TRS85 homolog)	TRAPPC8 KIAA1012	TRAPPC8
Q9UBN6	TR10D_HUMAN	Tumor necrosis factor receptor superfamily member 10D (Decoy receptor 2) (DcR2) (TNF-related apoptosis-inducing ligand receptor 4) (TRAIL receptor 4) (TRAIL-R4) (TRAIL receptor with a truncated death domain) (CD antigen CD264)	TNFRSF10D DCR2 TRAILR4 TRUNDD UNQ251/PRO288	TNFRSF10D
Q03169	TNAP2_HUMAN	Tumor necrosis factor alpha-induced protein 2 (TNF alpha-induced protein 2) (Primary response gene B94 protein)	TNFAIP2	TNFAIP2
O60704	TPST2_HUMAN	Protein-tyrosine sulfotransferase 2 (EC 2.8.2.20) (Tyrosylprotein sulfotransferase 2) (TPST-2)	TPST2	TPST2
Q17RH7	TPRXL_HUMAN	Putative protein TPRXL	TPRXL	TPRXL
P29597	TYK2_HUMAN	Non-receptor tyrosine-protein kinase TYK2 (EC 2.7.10.2)	TYK2	TYK2
Q2TAM9	TUSC1_HUMAN	Tumor suppressor candidate gene 1 protein (TSG-9) (TSG9)	TUSC1	TUSC1
Q6PF05	TT23L_HUMAN	Tetratricopeptide repeat protein 23-like	TTC23L	TTC23L
Q8NET8	TRPV3_HUMAN	Transient receptor potential cation channel subfamily V member 3 (TrpV3) (Vanilloid receptor-like 3) (VRL-3)	TRPV3	TRPV3
A0A1B0GX31	TVB76_HUMAN	T cell receptor beta variable 7-6	TRBV7-6	TRBV7-6
Q92575	UBXN4_HUMAN	UBX domain-containing protein 4 (Erasin) (UBX domain-containing protein 2)	UBXN4 KIAA0242 UBXD2 UBXDC1	UBXN4
P23763	VAMP1_HUMAN	Vesicle-associated membrane protein 1 (VAMP-1) (Synaptobrevin-1)	VAMP1 SYB1	VAMP1
Q9NNX9	VCX3_HUMAN	Variable charge X-linked protein 3 (Variable charge protein on X with eight repeats) (VCX-8r) (Variably charged protein X-A) (VCX-A)	VCX3A VCX3 VCX8R VCXA	VCX3A
Q9HCJ5	ZSWM6_HUMAN	Zinc finger SWIM domain-containing protein 6	ZSWIM6 KIAA1577	ZSWIM6
A6NL46	YF016_HUMAN	Putative UPF0607 protein ENSP00000332738		
Q8N976	YG039_HUMAN	Putative uncharacterized protein FLJ38264		
Q9BR11	ZSWM1_HUMAN	Zinc finger SWIM domain-containing protein 1	ZSWIM1 C20orf162	ZSWIM1
Q5HYM0	ZC12B_HUMAN	Probable ribonuclease ZC3H12B (EC 3.1.-.-) (MCP-induced protein 2) (Zinc finger CCCH domain-containing protein 12B)	ZC3H12B CXorf32 MCPIP2	ZC3H12B
Q5T742	ZFAS1_HUMAN	Uncharacterized protein ZNF22-AS1 (ZNF22 antisense RNA 1)	ZNF22-AS1 C10orf25	ZNF22-AS1
Q6ZMS4	ZN852_HUMAN	Zinc finger protein 852	ZNF852	ZNF852
Q96M85	YV008_HUMAN	Putative uncharacterized protein FLJ32756		
P21754	ZP3_HUMAN	Zona pellucida sperm-binding protein 3 (Sperm receptor) (ZP3A/ZP3B) (Zona pellucida glycoprotein 3) (Zp-3) (Zona pellucida protein C) [Cleaved into: Processed zona pellucida sperm-binding protein 3]	ZP3 ZP3A ZP3B ZPC	ZP3
O43296	ZN264_HUMAN	Zinc finger protein 264	ZNF264 KIAA0412	ZNF264
Q3ZCT1	ZN260_HUMAN	Zinc finger protein 260 (Zfp-260)	ZNF260 ZFP260	ZNF260
P17028	ZNF24_HUMAN	Zinc finger protein 24 (Retinoic acid suppression protein A) (RSG-A) (Zinc finger and SCAN domain-containing protein 3) (Zinc finger protein 191) (Zinc finger protein KOX17)	ZNF24 KOX17 ZNF191 ZSCAN3	ZNF24
Q32M78	ZN699_HUMAN	Zinc finger protein 699 (Hangover homolog)	ZNF699	ZNF699
Q6ZS27	ZN662_HUMAN	Zinc finger protein 662	ZNF662	ZNF662
Q9UC07	ZNF69_HUMAN	Zinc finger protein 69 (hZNF3)	ZNF69	ZNF69
Q68DK2	ZFY26_HUMAN	Zinc finger FYVE domain-containing protein 26 (FYVE domain-containing centrosomal protein) (FYVE-CENT) (Spastizin)	ZFYVE26 KIAA0321	ZFYVE26
Q8TAD4	ZNT5_HUMAN	Zinc transporter 5 (ZnT-5) (Solute carrier family 30 member 5) (ZnT-like transporter 1) (hZTL1)	SLC30A5 ZNT5 ZNTL1 ZTL1 UNQ863/PRO1879	SLC30A5
Q8NDX6	ZN740_HUMAN	Zinc finger protein 740 (OriLyt TD-element-binding protein 7)	ZNF740 TB7	ZNF740
Q96SE7	ZN347_HUMAN	Zinc finger protein 347 (Zinc finger protein 1111)	ZNF347 ZNF1111	ZNF347
Q6IQ21	ZN770_HUMAN	Zinc finger protein 770	ZNF770	ZNF770
Q6ZN11	ZN793_HUMAN	Zinc finger protein 793	ZNF793	ZNF793
Q9H5H4	ZN768_HUMAN	Zinc finger protein 768	ZNF768	ZNF768
O95405	ZFYV9_HUMAN	Zinc finger FYVE domain-containing protein 9 (Mothers against decapentaplegic homolog-interacting protein) (Madh-interacting protein) (Novel serine protease) (NSP) (Receptor activation anchor) (hSARA) (Smad anchor for receptor activation)	ZFYVE9 MADHIP SARA SMADIP	ZFYVE9
Q86VK4	ZN410_HUMAN	Zinc finger protein 410 (Another partner for ARF 1) (Zinc finger protein APA-1)	ZNF410 APA1	ZNF410
Q7L3S4	ZN771_HUMAN	Zinc finger protein 771 (Mesenchymal stem cell protein DSC43)	ZNF771	ZNF771
Q96NI8	ZN570_HUMAN	Zinc finger protein 570	ZNF570	ZNF570
A0A087WW87	KV240_HUMAN	Immunoglobulin kappa variable 2-40	IGKV2-40	IGKV2-40
P06239	LCK_HUMAN	Tyrosine-protein kinase Lck (EC 2.7.10.2) (Leukocyte C-terminal Src kinase) (LSK) (Lymphocyte cell-specific protein-tyrosine kinase) (Protein YT16) (Proto-oncogene Lck) (T cell-specific protein-tyrosine kinase) (p56-LCK)	LCK	LCK
P19256	LFA3_HUMAN	Lymphocyte function-associated antigen 3 (Ag3) (Surface glycoprotein LFA-3) (CD antigen CD58)	CD58 LFA3	CD58
Q6P4R8	NFRKB_HUMAN	Nuclear factor related to kappa-B-binding protein (DNA-binding protein R kappa-B) (INO80 complex subunit G)	NFRKB INO80G	NFRKB
A0A0A6YYL3	POTEB_HUMAN	POTE ankyrin domain family member B (ANKRD26-like family B member 1) (Prostate, ovary, testis-expressed protein on chromosome 15) (POTE-15)	POTEB	POTEB
Q6P5Z2	PKN3_HUMAN	Serine/threonine-protein kinase N3 (EC 2.7.11.13) (Protein kinase PKN-beta) (Protein-kinase C-related kinase 3)	PKN3 PKNBETA	PKN3
O75400	PR40A_HUMAN	Pre-mRNA-processing factor 40 homolog A (Fas ligand-associated factor 1) (Formin-binding protein 11) (Formin-binding protein 3) (Huntingtin yeast partner A) (Huntingtin-interacting protein 10) (HIP-10) (Huntingtin-interacting protein A) (Renal carcinoma antigen NY-REN-6)	PRPF40A FBP11 FLAF1 FNBP3 HIP10 HYPA HSPC225	PRPF40A
Q12913	PTPRJ_HUMAN	Receptor-type tyrosine-protein phosphatase eta (Protein-tyrosine phosphatase eta) (R-PTP-eta) (EC 3.1.3.48) (Density-enhanced phosphatase 1) (DEP-1) (HPTP eta) (Protein-tyrosine phosphatase receptor type J) (R-PTP-J) (CD antigen CD148)	PTPRJ DEP1	PTPRJ
Q2KHR3	QSER1_HUMAN	Glutamine and serine-rich protein 1	QSER1	QSER1
Q96GC5	RM48_HUMAN	39S ribosomal protein L48, mitochondrial (L48mt) (MRP-L48) (Mitochondrial large ribosomal subunit protein mL48)	MRPL48 CGI-118 HSPC290	MRPL48
A4D0T7	SIM30_HUMAN	Small integral membrane protein 30	SMIM30	SMIM30
Q96L92	SNX27_HUMAN	Sorting nexin-27	SNX27 KIAA0488 My014	SNX27
O43761	SNG3_HUMAN	Synaptogyrin-3	SYNGR3	SYNGR3
Q13243	SRSF5_HUMAN	Serine/arginine-rich splicing factor 5 (Delayed-early protein HRS) (Pre-mRNA-splicing factor SRP40) (Splicing factor, arginine/serine-rich 5)	SRSF5 HRS SFRS5 SRP40	SRSF5
Q8NFT2	STEA2_HUMAN	Metalloreductase STEAP2 (EC 1.16.1.-) (Prostate cancer-associated protein 1) (Protein up-regulated in metastatic prostate cancer) (PUMPCn) (Six-transmembrane epithelial antigen of prostate 2) (SixTransMembrane protein of prostate 1)	STEAP2 PCANAP1 STAMP1 UNQ6507/PRO23203	STEAP2
O75494	SRS10_HUMAN	Serine/arginine-rich splicing factor 10 (40 kDa SR-repressor protein) (SRrp40) (FUS-interacting serine-arginine-rich protein 1) (Splicing factor SRp38) (Splicing factor, arginine/serine-rich 13A) (TLS-associated protein with Ser-Arg repeats) (TASR) (TLS-associated protein with SR repeats) (TLS-associated serine-arginine protein) (TLS-associated SR protein)	SRSF10 FUSIP1 FUSIP2 SFRS13A TASR	SRSF10
P59536	T2R41_HUMAN	Taste receptor type 2 member 41 (T2R41) (Taste receptor type 2 member 59) (T2R59)	TAS2R41	TAS2R41
Q6IEE7	T132E_HUMAN	Transmembrane protein 132E	TMEM132E	TMEM132E
Q96BZ9	TBC20_HUMAN	TBC1 domain family member 20	TBC1D20 C20orf140	TBC1D20
Q15643	TRIPB_HUMAN	Thyroid receptor-interacting protein 11 (TR-interacting protein 11) (TRIP-11) (Clonal evolution-related gene on chromosome 14 protein) (Golgi-associated microtubule-binding protein 210) (GMAP-210) (Trip230)	TRIP11 CEV14	TRIP11
Q9BRZ2	TRI56_HUMAN	E3 ubiquitin-protein ligase TRIM56 (EC 2.3.2.27) (RING finger protein 109) (RING-type E3 ubiquitin transferase TRIM56) (Tripartite motif-containing protein 56)	TRIM56 RNF109	TRIM56
Q9H8W5	TRI45_HUMAN	Tripartite motif-containing protein 45 (RING finger protein 99)	TRIM45 RNF99	TRIM45
Q5EBN2	TRI61_HUMAN	Putative tripartite motif-containing protein 61 (RING finger protein 35)	TRIM61 RNF35	TRIM61
Q6ZVT0	TTL10_HUMAN	Inactive polyglycylase TTLL10 (Tubulin--tyrosine ligase-like protein 10)	TTLL10	TTLL10
Q13454	TUSC3_HUMAN	Tumor suppressor candidate 3 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TUSC3) (Oligosaccharyl transferase subunit TUSC3) (Magnesium uptake/transporter TUSC3) (Protein N33)	TUSC3 N33	TUSC3
O75896	TUSC2_HUMAN	Tumor suppressor candidate 2 (Fusion 1 protein) (Fus-1 protein) (PDGFA-associated protein 2)	TUSC2 C3orf11 FUS1 LGCC PDAP2	TUSC2
Q9BTX7	TTPAL_HUMAN	Alpha-tocopherol transfer protein-like	TTPAL C20orf121	TTPAL
Q8N831	TSYL6_HUMAN	Testis-specific Y-encoded-like protein 6 (TSPY-like protein 6)	TSPYL6	TSPYL6
Q96PP4	TSG13_HUMAN	Testis-specific gene 13 protein	TSGA13	TSGA13
Q9Y2X8	UB2D4_HUMAN	Ubiquitin-conjugating enzyme E2 D4 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme D4) (HBUCE1) (Ubiquitin carrier protein D4) (Ubiquitin-protein ligase D4)	UBE2D4 UBCH5D	UBE2D4
Q8NB14	UBP38_HUMAN	Ubiquitin carboxyl-terminal hydrolase 38 (EC 3.4.19.12) (Deubiquitinating enzyme 38) (HP43.8KD) (Ubiquitin thioesterase 38) (Ubiquitin-specific-processing protease 38)	USP38 KIAA1891	USP38
A0A0A6YYG2	TVB66_HUMAN	T cell receptor beta variable 6-6	TRBV6-6	TRBV6-6
P55916	UCP3_HUMAN	Mitochondrial uncoupling protein 3 (UCP 3) (Solute carrier family 25 member 9)	UCP3 SLC25A9	UCP3
P54578	UBP14_HUMAN	Ubiquitin carboxyl-terminal hydrolase 14 (EC 3.4.19.12) (Deubiquitinating enzyme 14) (Ubiquitin thioesterase 14) (Ubiquitin-specific-processing protease 14)	USP14 TGT	USP14
Q9BZX2	UCK2_HUMAN	Uridine-cytidine kinase 2 (UCK 2) (EC 2.7.1.48) (Cytidine monophosphokinase 2) (Testis-specific protein TSA903) (Uridine monophosphokinase 2)	UCK2 UMPK	UCK2
P10074	TZAP_HUMAN	Telomere zinc finger-associated protein (TZAP) (Krueppel-related zinc finger protein 3) (hKR3) (Zinc finger and BTB domain-containing protein 48) (Zinc finger protein 855)	ZBTB48 HKR3 TZAP ZNF855	ZBTB48
Q6UWM9	UD2A3_HUMAN	UDP-glucuronosyltransferase 2A3 (UDPGT 2A3) (EC 2.4.1.17)	UGT2A3 UNQ2559/PRO6239	UGT2A3
A1L167	U2QL1_HUMAN	Ubiquitin-conjugating enzyme E2Q-like protein 1 (EC 2.3.2.23) (E2Q-like ubiquitin-conjugating enzyme 1)	UBE2QL1	UBE2QL1
C9JJH3	U17LA_HUMAN	Ubiquitin carboxyl-terminal hydrolase 17-like protein 10 (EC 3.4.19.12)	USP17L10	USP17L10
O75379	VAMP4_HUMAN	Vesicle-associated membrane protein 4 (VAMP-4)	VAMP4	VAMP4
Q9P0L0	VAPA_HUMAN	Vesicle-associated membrane protein-associated protein A (VAMP-A) (VAMP-associated protein A) (VAP-A) (33 kDa VAMP-associated protein) (VAP-33)	VAPA VAP33	VAPA
Q9BQY6	WFDC6_HUMAN	WAP four-disulfide core domain protein 6 (Putative protease inhibitor WAP6)	WFDC6 C20orf171 WAP6	WFDC6
Q8WTP9	XAGE3_HUMAN	X antigen family member 3 (XAGE-3) (Cancer/testis antigen 12.3) (CT12.3) (G antigen family D member 4) (Placenta-specific gene 6 protein)	XAGE3 GAGED4 PLAC6 PP9012	XAGE3
Q6UX27	VSTM1_HUMAN	V-set and transmembrane domain-containing protein 1 (Signal inhibitory receptor on leukocytes-1) (SIRL-1)	VSTM1 UNQ3033/PRO9835	VSTM1
Q5JSH3	WDR44_HUMAN	WD repeat-containing protein 44 (Rabphilin-11)	WDR44	WDR44
Q6PJI9	WDR59_HUMAN	GATOR complex protein WDR59 (WD repeat-containing protein 59)	WDR59 KIAA1923 FP977	WDR59
Q5T9L3	WLS_HUMAN	Protein wntless homolog (Integral membrane protein GPR177) (Protein evenness interrupted homolog) (EVI) (Putative NF-kappa-B-activating protein 373)	WLS C1orf139 GPR177 UNQ85/PRO18667	WLS
Q9Y279	VSIG4_HUMAN	V-set and immunoglobulin domain-containing protein 4 (Protein Z39Ig)	VSIG4 CRIg Z39IG UNQ317/PRO362	VSIG4
